sl.no,Type,Course Code,Course Name,Course Type,Ver sio n,L,T,P,J,Credits
295,Open Elective,CFOC258M,Introduction to Geographic Information Systems,Online Course,1,0,0,0,0,1
296,Open Elective,CFOC259M,Structural Dynamics,Online Course,2,0,0,0,0,4
297,Open Elective,CFOC260M,Water Supply Engineering,Online Course,1,0,0,0,0,3
298,Open Elective,CFOC261M,Geo Spatial Analysis in Urban Planning,Online Course,1,0,0,0,0,1
299,Open Elective,CFOC262M,Geotechnical Engineering - 1,Online Course,1,0,0,0,0,3
300,Open Elective,CFOC263M,Maintenance and Repair of Concrete Structures,Online Course,1,0,0,0,0,3
301,Open Elective,CFOC264M,Thermodynamics,Online Course,1,0,0,0,0,3
302,Open Elective,CFOC265M,Geomorphology,Online Course,1,0,0,0,0,3
303,Open Elective,CFOC266M,Remote Sensing Essentials,Online Course,1,0,0,0,0,3
304,Open Elective,CFOC267M,Hydraulic Engineering,Online Course,1,0,0,0,0,3
305,Open Elective,CFOC268M,Environmental Quality Monitoring and Analysis,Online Course,1,0,0,0,0,3
306,Open Elective,CFOC269M,Electrochemical Technology in Pollution Control,Online Course,1,0,0,0,0,2
307,Open Elective,CFOC270M,Advanced Thermodynamics,Online Course,1,0,0,0,0,3
308,Open Elective,CFOC271M,Membrane Technology,Online Course,1,0,0,0,0,3
309,Open Elective,CFOC272M,Computational Fluid Dynamics,Online Course,1,0,0,0,0,3
310,Open Elective,CFOC273M,Transport phenomena,Online Course,1,0,0,0,0,3
311,Open Elective,CFOC274M,Optimization in Chemical Engineering,Online Course,1,0,0,0,0,3
312,Open Elective,CFOC275M,Soft Nano Technology,Online Course,1,0,0,0,0,2
313,Open Elective,CFOC276M,Transport processes I - Heat and Mass Transfer,Online Course,1,0,0,0,0,3
314,Open Elective,CFOC277M,"Process Control - Design, Analysis and Assessment",Online Course,1,0,0,0,0,3
315,Open Elective,CFOC278M,Heat Transfer,Online Course,1,0,0,0,0,3
316,Open Elective,CFOC279M,Chemical Reaction Engineering II,Online Course,1,0,0,0,0,3
317,Open Elective,CFOC280M,Multiphase Flows,Online Course,1,0,0,0,0,2
318,Open Elective,CFOC281M,Mass Transfer Operations - I,Online Course,1,0,0,0,0,3
319,Open Elective,CFOC282M,Waste to Energy Conversion,Online Course,1,0,0,0,0,2
320,Open Elective,CFOC283M,Equipment Design : Mechanical Aspects,Online Course,1,0,0,0,0,1
321,Open Elective,CFOC284M,An Introduction to Cardiovascular Fluid Mechanics,Online Course,1,0,0,0,0,1
322,Open Elective,CFOC285M,Computer Aided Applied Single Objective Optimization,Online Course,1,0,0,0,0,2
323,Open Elective,CFOC286M,Basic Principles and Calculations in Chemical Engineering,Online Course,1,0,0,0,0,3
324,Open Elective,CFOC287M,Introduction to Blockchain Technology and Applications,Online Course,1,0,0,0,0,2
325,Open Elective,CFOC288M,Foundations of Cryptography,Online Course,1,0,0,0,0,3
326,Open Elective,CFOC289M,Introduction to Database Systems,Online Course,1,0,0,0,0,3
327,Open Elective,CFOC290M,Operating System,Online Course,1,0,0,0,0,3
328,Open Elective,CFOC291M,Programming in C++,Online Course,1,0,0,0,0,2
329,Open Elective,CFOC292M,Programming in Java,Online Course,1,0,0,0,0,3
330,Open Elective,CFOC293M,Data Base Management System,Online Course,1,0,0,0,0,2
331,Open Elective,CFOC294M,Introduction to Algorithms and Analysis,Online Course,1,0,0,0,0,3
332,Open Elective,CFOC295M,Data Mining,Online Course,1,0,0,0,0,2
333,Open Elective,CFOC296M,Embedded Systems Design,Online Course,1,0,0,0,0,3
334,Open Elective,CFOC297M,Real Time Operating System,Online Course,1,0,0,0,0,1
335,Open Elective,CFOC298M,Introduction to Soft Computing,Online Course,1,0,0,0,0,2
336,Open Elective,CFOC299M,Cryptography and Network Security,Online Course,1,0,0,0,0,3
337,Open Elective,CFOC300M,Introduction to Internet of Things,Online Course,1,0,0,0,0,3
338,Open Elective,CFOC301M,Computer Networks and Internet Protocol,Online Course,1,0,0,0,0,3
339,Open Elective,CFOC302M,Introduction to Industry 4.0 and Industrial Internet of Things,Online Course,1,0,0,0,0,3
340,Open Elective,CFOC303M,Computer Architecture,Online Course,1,0,0,0,0,3
341,Open Elective,CFOC304M,"Programming, Data Structures And Algorithms Using Python",Online Course,1,0,0,0,0,2
342,Open Elective,CFOC305M,Introduction to Machine Learning,Online Course,1,0,0,0,0,3
343,Open Elective,CFOC306M,Social Networks,Online Course,1,0,0,0,0,3
344,Open Elective,CFOC307M,Foundations to Computer Systems Design,Online Course,1,0,0,0,0,3
345,Open Elective,CFOC308M,The Joy of Computing using Python,Online Course,1,0,0,0,0,3
346,Open Elective,CFOC309M,Discrete Mathematics,Online Course,1,0,0,0,0,3
347,Open Elective,CFOC310M,An Introduction to Artificial Intelligence,Online Course,1,0,0,0,0,3
348,Open Elective,CFOC311M,User-centric Computing for Human-Computer Interaction,Online Course,1,0,0,0,0,3
349,Open Elective,CFOC312M,Cloud Computing and Distributed Systems,Online Course,1,0,0,0,0,2
350,Open Elective,CFOC313M,Machine Learning,Online Course,1,0,0,0,0,2
351,Open Elective,CFOC314M,Modern Application Development,Online Course,1,0,0,0,0,3
352,Open Elective,CFOC315M,An Introduction To Programming Through C++,Online Course,1,0,0,0,0,3
353,Open Elective,CFOC316M,Design and Pedagogy of the Introductory Programming Course,Online Course,1,0,0,0,0,1
354,Open Elective,CFOC317M,Quantitative Methods in Chemistry,Online Course,1,0,0,0,0,3
355,Open Elective,CFOC318M,Basics in Inorganic Chemistry,Online Course,1,0,0,0,0,1
356,Open Elective,CFOC319M,Ultrafast Laser Spectroscopy,Online Course,1,0,0,0,0,3
357,Open Elective,CFOC320M,Transition Metal Organometallics in Catalysis and Biology,Online Course,1,0,0,0,0,3
358,Open Elective,CFOC321M,Essentials of Biomolecules : Nucleic Acids and Peptides,Online Course,1,0,0,0,0,3
359,Open Elective,CFOC322M,Fundamentals of Spectroscopy,Online Course,1,0,0,0,0,3
360,Open Elective,CFOC323M,Advanced Chemical Thermodynamics and Kinetics,Online Course,1,0,0,0,0,3
361,Open Elective,CFOC324M,Biochemistry,Online Course,1,0,0,0,0,3
362,Open Elective,CFOC325M,Organometallic Chemistry,Online Course,1,0,0,0,0,1
363,Open Elective,CFOC326M,Chemical Applications of Symmetry and Group Theory,Online Course,1,0,0,0,0,2
364,Open Elective,CFOC327M,Basic Thermodynamics : Classical and Statistical Approaches,Online Course,1,0,0,0,0,3
365,Open Elective,CFOC328M,Medicinal Chemistry,Online Course,1,0,0,0,0,3
366,Open Elective,CFOC329M,"Design, Technology and Innovation",Online Course,1,0,0,0,0,2
367,Open Elective,CFOC330M,Geographic Information System,Online Course,1,0,0,0,0,3
368,Open Elective,CFOC331M,Product Design and Innovation,Online Course,1,0,0,0,0,1
369,Open Elective,CFOC332M,Fundamentals of Automotive Systems,Online Course,1,0,0,0,0,3
370,Open Elective,CFOC333M,Electronics Equipment Integration and Prototype Building,Online Course,1,0,0,0,0,2
371,Open Elective,CFOC334M,"High Power Multilevel Converters-Analysis, Design and Operational Issues",Online Course,1,0,0,0,0,3
372,Open Elective,CFOC335M,"Fuzzy Sets, Logic and Systems and Applications",Online Course,1,0,0,0,0,3
373,Open Elective,CFOC336M,Transmission Lines and Electromagnetic Waves,Online Course,1,0,0,0,0,3
374,Open Elective,CFOC337M,Digital IC Design,Online Course,1,0,0,0,0,3
375,Open Elective,CFOC338M,Signals and Systems,Online Course,1,0,0,0,0,3
376,Open Elective,CFOC339M,Power Management Integrated Circuits,Online Course,1,0,0,0,0,3
377,Open Elective,CFOC340M,DC Power Transmission Systems,Online Course,1,0,0,0,0,3
378,Open Elective,CFOC341M,Microprocessors and Interfacing,Online Course,1,0,0,0,0,3
379,Open Elective,CFOC342M,Design and Simulation of Power Conversion using Open Source Tools,Online Course,1,0,0,0,0,1
380,Open Elective,CFOC343M,"Integrated Circuits, MOSFETs, OP-Amps and their Applications",Online Course,1,0,0,0,0,3
381,Open Elective,CFOC344M,Electronic Systems for Cancer Diagnosis,Online Course,1,0,0,0,0,3
382,Open Elective,CFOC345M,Principles of Signals and Systems,Online Course,1,0,0,0,0,3
383,Open Elective,CFOC346M,Principles of Communication Systems - I,Online Course,1,0,0,0,0,3
384,Open Elective,CFOC347M,Principles of Digital Communication,Online Course,1,0,0,0,0,3
385,Open Elective,CFOC348M,Electric Vehicles - Part 1,Online Course,1,0,0,0,0,1
386,Open Elective,CFOC349M,Nonlinear Adaptive Control,Online Course,1,0,0,0,0,1
387,Open Elective,CFOC350M,Antennas,Online Course,1,0,0,0,0,3
388,Open Elective,CFOC351M,Multirate DSP,Online Course,1,0,0,0,0,3
389,Open Elective,CFOC352M,Control Engineering,Online Course,1,0,0,0,0,3
390,Open Elective,CFOC353M,Introduction to Photonics,Online Course,1,0,0,0,0,3
391,Open Elective,CFOC354M,Microwave Integrated Circuits    2,Online Course,1,0,0,0,0,2
392,Open Elective,CFOC355M,Analog IC Design,Online Course,1,0,0,0,0,3
393,Open Elective,CFOC356M,Analog Circuits,Online Course,1,0,0,0,0,3
394,Open Elective,CFOC357M,Advance Power Electronics and Control,Online Course,1,0,0,0,0,2
395,Open Elective,CFOC358M,CMOS Digital VLSI Design,Online Course,1,0,0,0,0,2
396,Open Elective,CFOC359M,Analog Circuits and Systems through SPICE Simulation,Online Course,1,0,0,0,0,3
397,Open Elective,CFOC360M,Discrete Time Signal Processing,Online Course,1,0,0,0,0,2
398,Open Elective,CFOC361M,Digital Electronic Circuits,Online Course,1,0,0,0,0,3
399,Open Elective,CFOC362M,Fundamentals of MIMO Wireless Communication,Online Course,1,0,0,0,0,2
400,Open Elective,CFOC363M,Spread Spectrum Communications and Jamming,Online Course,1,0,0,0,0,3
401,Open Elective,CFOC364M,Basic Building Blocks of Microwave Engineering & Design Principles of RF and Microware filters and Amplifiers,Online Course,1,0,0,0,0,2
402,Open Elective,CFOC365M,Evolution of Air Interface towards 5G,Online Course,1,0,0,0,0,2
403,Open Elective,CFOC366M,Architectural Design of Digital Integrated Circuits,Online Course,1,0,0,0,0,3
404,Open Elective,CFOC367M,Electrical Machines - II,Online Course,1,0,0,0,0,3
405,Open Elective,CFOC368M,Medical Image Analysis,Online Course,1,0,0,0,0,1
406,Open Elective,CFOC369M,Biomedical Signal Processing,Online Course,1,0,0,0,0,3
407,Open Elective,CFOC370M,Microprocessors And Microcontrollers,Online Course,1,0,0,0,0,3
408,Open Elective,CFOC371M,Recent Advances in Transmission Insulator,Online Course,1,0,0,0,0,1
409,Open Elective,CFOC372M,VLSI Signal Processing,Online Course,1,0,0,0,0,2
410,Open Elective,CFOC373M,Analog Electronic Circuits,Online Course,1,0,0,0,0,3
411,Open Elective,CFOC374M,Network Analysis,Online Course,1,0,0,0,0,3
412,Open Elective,CFOC375M,Optical Engineering,Online Course,1,0,0,0,0,3
413,Open Elective,CFOC376M,Mathematical Methods and Techniques in Signal Processing,Online Course,1,0,0,0,0,3
414,Open Elective,CFOC377M,A brief introduction of Micro – Sensors,Online Course,1,0,0,0,0,1
415,Open Elective,CFOC378M,Statistical Signal Processing,Online Course,1,0,0,0,0,3
416,Open Elective,CFOC379M,Nonlinear System Analysis,Online Course,1,0,0,0,0,3
417,Open Elective,CFOC380M,Ethics in Engineering Practice,Online Course,1,0,0,0,0,2
418,Open Elective,CFOC381M,Introduction to Research,Online Course,1,0,0,0,0,2
419,Open Elective,CFOC382M,Matlab Programming for Numerical Computation,Online Course,1,0,0,0,0,2
420,Open Elective,CFOC383M,Roadmap for Patent Creation,Online Course,1,0,0,0,0,2
421,Open Elective,CFOC384M,Entrepreneurship Essentials,Online Course,1,0,0,0,0,3
422,Open Elective,CFOC385M,Fuzzy Logic and Neural Networks,Online Course,1,0,0,0,0,2
423,Open Elective,CFOC386M,Microeconomics : Theory & Applications,Online Course,1,0,0,0,0,3
424,Open Elective,CFOC387M,Introduction to Environmental Economics,Online Course,1,0,0,0,0,3
425,Open Elective,CFOC388M,"Energy Resources, Economics and Environment",Online Course,1,0,0,0,0,3
426,Open Elective,CFOC389M,Literary Criticism (From Plato to Leavis),Online Course,1,0,0,0,0,3
427,Open Elective,CFOC390M,Twentieth Century Fiction,Online Course,1,0,0,0,0,3
428,Open Elective,CFOC391M,Effective Writing,Online Course,1,0,0,0,0,1
429,Open Elective,CFOC392M,Strategic Trade and Protectionism - Theories and Empirics,Online Course,1,0,0,0,0,2
430,Open Elective,CFOC393M,Introduction to Cultural Studies,Online Course,1,0,0,0,0,3
431,Open Elective,CFOC394M,Introduction to Basic Spoken Sanskrit,Online Course,1,0,0,0,0,1
432,Open Elective,CFOC395M,Speaking Effectively,Online Course,1,0,0,0,0,2
433,Open Elective,CFOC396M,Soft Skill Development,Online Course,1,0,0,0,0,2
434,Open Elective,CFOC397M,Intellectual Property,Online Course,1,0,0,0,0,3
435,Open Elective,CFOC398M,English Language for Competitive Exams,Online Course,1,0,0,0,0,3
436,Open Elective,CFOC399M,English Literature for Competitive Exams,Online Course,1,0,0,0,0,2
437,Open Elective,CFOC400M,Language and Mind,Online Course,1,0,0,0,0,2
438,Open Elective,CFOC401M,The Nineteenth - Century English Novel,Online Course,1,0,0,0,0,3
439,Open Elective,CFOC402M,Introduction to World Literature,Online Course,1,0,0,0,0,3
440,Open Elective,CFOC403M,Patent Drafting for Beginners,Online Course,1,0,0,0,0,1
441,Open Elective,CFOC404M,Patent Law for Engineers and Scientists,Online Course,1,0,0,0,0,3
442,Open Elective,CFOC405M,Economic Growth & Development,Online Course,1,0,0,0,0,2
443,Open Elective,CFOC406M,Human Behaviour,Online Course,1,0,0,0,0,2
444,Open Elective,CFOC407M,Introduction to Modern Indian Political Thought,Online Course,1,0,0,0,0,3
445,Open Elective,CFOC408M,"English Literature of the Romantic Period, 1798 - 1832",Online Course,1,0,0,0,0,2
446,Open Elective,CFOC409M,"Literature, Culture and Media",Online Course,1,0,0,0,0,3
447,Open Elective,CFOC410M,Introduction to Brain & Behaviour,Online Course,1,0,0,0,0,2
448,Open Elective,CFOC411M,Modern Indian Writing in Translation,Online Course,1,0,0,0,0,3
449,Open Elective,CFOC412M,"Introduction to Political Ideologies : Contexts, Ideas, and Practices",Online Course,1,0,0,0,0,3
450,Open Elective,CFOC413M,Indian Business History,Online Course,1,0,0,0,0,2
451,Open Elective,CFOC414M,German - II,Online Course,1,0,0,0,0,3
452,Open Elective,CFOC415M,German - I,Online Course,1,0,0,0,0,3
453,Open Elective,CFOC416M,Feminism : Concepts and Theories,Online Course,1,0,0,0,0,3
454,Open Elective,CFOC417M,An Introduction to Smooth Manifolds,Online Course,1,0,0,0,0,3
455,Open Elective,CFOC418M,Measure Theory,Online Course,1,0,0,0,0,3
456,Open Elective,CFOC419M,Basic Real Analysis,Online Course,1,0,0,0,0,3
457,Open Elective,CFOC420M,Probabilistic Methods in PDE,Online Course,1,0,0,0,0,3
458,Open Elective,CFOC421M,Graph Theory,Online Course,1,0,0,0,0,2
459,Open Elective,CFOC422M,Transform Calculus and its applications in Differential Equations,Online Course,1,0,0,0,0,3
460,Open Elective,CFOC423M,Integral and Vector Calculus,Online Course,1,0,0,0,0,3
461,Open Elective,CFOC424M,Basic Linear Algebra,Online Course,1,0,0,0,0,2
462,Open Elective,CFOC425M,Introduction to Rings And Fields,Online Course,1,0,0,0,0,2
463,Open Elective,CFOC426M,Numerical Methods : Finite Difference Approach,Online Course,1,0,0,0,0,1
464,Open Elective,CFOC427M,Numerical Linear Algebra,Online Course,1,0,0,0,0,3
465,Open Elective,CFOC428M,Ordinary and Partial Differential Equations and Applications,Online Course,1,0,0,0,0,3
466,Open Elective,CFOC429M,Advanced Engineering Mathematics,Online Course,1,0,0,0,0,3
467,Open Elective,CFOC430M,Mathematical Methods and its Applications,Online Course,1,0,0,0,0,3
468,Open Elective,CFOC431M,Multivariable Calculus,Online Course,1,0,0,0,0,2
469,Open Elective,CFOC432M,Chaotic Dynamical System,Online Course,1,0,0,0,0,3
470,Open Elective,CFOC433M,Engineering Mathematics II,Online Course,1,0,0,0,0,3
471,Open Elective,CFOC434M,Advanced Probability Theory,Online Course,1,0,0,0,0,3
472,Open Elective,CFOC435M,Statistical Inference,Online Course,1,0,0,0,0,2
473,Open Elective,CFOC436M,Introduction to Algebraic Geometry and Commutative Algebra,Online Course,1,0,0,0,0,3
474,Open Elective,CFOC437M,Linear Algebra,Online Course,1,0,0,0,0,3
475,Open Elective,CFOC438M,Introduction to Probability and Statistics,Online Course,1,0,0,0,0,1
476,Open Elective,CFOC439M,Descriptive Statistics with R Software,Online Course,1,0,0,0,0,2
477,Open Elective,CFOC440M,Engineering Mechanics - Statics and Dynamics,Online Course,1,0,0,0,0,2
478,Open Elective,CFOC441M,Experimental Stress Analysis,Online Course,1,0,0,0,0,3
479,Open Elective,CFOC442M,Robotics and Control : Theory and Practice,Online Course,1,0,0,0,0,2
480,Open Elective,CFOC443M,Computational Fluid Dynamics for Incompressible Flows,Online Course,1,0,0,0,0,3
481,Open Elective,CFOC444M,Experimental Methods in Fluid Mechanics,Online Course,1,0,0,0,0,3
482,Open Elective,CFOC445M,Foundations of Computational Materials Modelling,Online Course,1,0,0,0,0,3
483,Open Elective,CFOC446M,Acoustic Materials and Metamaterials,Online Course,1,0,0,0,0,2
484,Open Elective,CFOC447M,Power Plant Engineering,Online Course,1,0,0,0,0,2
485,Open Elective,CFOC448M,Applied Ergonomics,Online Course,1,0,0,0,0,3
486,Open Elective,CFOC449M,Product Design and Manufacturing,Online Course,1,0,0,0,0,3
487,Open Elective,CFOC450M,Manufacturing Process Technology I & II,Online Course,1,0,0,0,0,3
488,Open Elective,CFOC451M,Introduction To Mechanical Micro Machining,Online Course,1,0,0,0,0,3
489,Open Elective,CFOC452M,"Non Traditional Abrasive Machining Processes Ultrasonic, Abrasive Jet and Abrasive Water Jet Machining",Online Course,1,0,0,0,0,1
490,Open Elective,CFOC453M,Gear And Gear Unit Design : Theory And Practice,Online Course,1,0,0,0,0,2
491,Open Elective,CFOC454M,Conduction and Convection Heat Transfer,Online Course,1,0,0,0,0,3
492,Open Elective,CFOC455M,Laws of Thermodynamics,Online Course,1,0,0,0,0,1
493,Open Elective,CFOC456M,Kinematics of Mechanisms and Machines,Online Course,1,0,0,0,0,2
494,Open Elective,CFOC457M,Introduction To Fluid Mechanics,Online Course,1,0,0,0,0,3
495,Open Elective,CFOC458M,Fundamental of Welding Science and Technology,Online Course,1,0,0,0,0,2
496,Open Elective,CFOC459M,Introduction to Abrasive Machining and Finishing Processes,Online Course,1,0,0,0,0,2
497,Open Elective,CFOC460M,Automatic Control,Online Course,1,0,0,0,0,2
498,Open Elective,CFOC461M,Inspection and Quality Control in Manufacturing,Online Course,1,0,0,0,0,1
499,Open Elective,CFOC462M,Diffusion in Multicomponent Solids,Online Course,1,0,0,0,0,3
500,Open Elective,CFOC463M,Processing of Polymers and Polymer Composites,Online Course,1,0,0,0,0,2
501,Open Elective,CFOC464M,Operations Management,Online Course,1,0,0,0,0,3
502,Open Elective,CFOC465M,Convective Heat Transfer,Online Course,1,0,0,0,0,1
503,Open Elective,CFOC466M,Two phase flow and heat transfer,Online Course,1,0,0,0,0,1
504,Open Elective,CFOC467M,Steam and Gas Power Systems,Online Course,1,0,0,0,0,2
505,Open Elective,CFOC468M,Principles of Casting Technology,Online Course,1,0,0,0,0,2
506,Open Elective,CFOC469M,Financial Mathematics,Online Course,1,0,0,0,0,3
507,Open Elective,CFOC470M,Modelling and Simulation of Dynamic Systems,Online Course,1,0,0,0,0,2
508,Open Elective,CFOC471M,Fundamentals of combustion for propulsion,Online Course,1,0,0,0,0,2
509,Open Elective,CFOC472M,Industrial Automation And Control,Online Course,1,0,0,0,0,3
510,Open Elective,CFOC473M,Fundamentals of Nuclear Power Generation,Online Course,1,0,0,0,0,3
511,Open Elective,CFOC474M,Mechanics of Machining,Online Course,1,0,0,0,0,2
512,Open Elective,CFOC475M,IC Engines and Gas Turbines,Online Course,1,0,0,0,0,3
513,Open Elective,CFOC476M,Principles of Industrial Engineering,Online Course,1,0,0,0,0,3
514,Open Elective,CFOC477M,Computer Integrated Manufacturing,Online Course,1,0,0,0,0,3
515,Open Elective,CFOC478M,Machining Science,Online Course,1,0,0,0,0,1
516,Open Elective,CFOC479M,Introduction to Stochastic Processes,Online Course,1,0,0,0,0,3
517,Open Elective,CFOC480M,Introduction to System Dynamics Modeling,Online Course,1,0,0,0,0,2
518,Open Elective,CFOC481M,Management of New Products and Services,Online Course,1,0,0,0,0,1
519,Open Elective,CFOC482M,Integrated Marketing Management,Online Course,1,0,0,0,0,2
520,Open Elective,CFOC483M,Simulation of Business Systems: An Applied Approach,Online Course,1,0,0,0,0,2
521,Open Elective,CFOC484M,Production and Operation Management,Online Course,1,0,0,0,0,3
522,Open Elective,CFOC485M,"Services Marketing : Integrating People, Technology, Strategy",Online Course,1,0,0,0,0,2
523,Open Elective,CFOC486M,Managerial Skills for Interpersonal Dynamics,Online Course,1,0,0,0,0,3
524,Open Elective,CFOC487M,Financial Institutions and Markets,Online Course,1,0,0,0,0,3
525,Open Elective,CFOC488M,Business Analytics For Management Decision,Online Course,1,0,0,0,0,3
526,Open Elective,CFOC489M,Services Marketing : A Practical Approach,Online Course,1,0,0,0,0,1
527,Open Elective,CFOC490M,Sales and Distribution Management,Online Course,1,0,0,0,0,2
528,Open Elective,CFOC491M,Principles of Human Resource Management,Online Course,1,0,0,0,0,2
529,Open Elective,CFOC492M,Managing change in organizations,Online Course,1,0,0,0,0,2
530,Open Elective,CFOC493M,Management of Inventory Systems,Online Course,1,0,0,0,0,3
531,Open Elective,CFOC494M,Quality Design And Control,Online Course,1,0,0,0,0,3
532,Open Elective,CFOC495M,Foundation Course in Managerial Economics,Online Course,1,0,0,0,0,2
533,Open Elective,CFOC496M,Engineering Econometrics,Online Course,1,0,0,0,0,3
534,Open Elective,CFOC497M,Financial Statement Analysis and Reporting,Online Course,1,0,0,0,0,3
535,Open Elective,CFOC498M,Business Statistics,Online Course,1,0,0,0,0,3
536,Open Elective,CFOC499M,Global Marketing Management,Online Course,1,0,0,0,0,2
537,Open Elective,CFOC500M,Marketing Research and Analysis - II,Online Course,1,0,0,0,0,3
538,Open Elective,CFOC501M,Infrastructure Planning and Managements,Online Course,1,0,0,0,0,3
539,Open Elective,CFOC502M,Modelling and Analytics for Supply Chain Management,Online Course,1,0,0,0,0,3
540,Open Elective,CFOC503M,Marketing Analytics,Online Course,1,0,0,0,0,3
541,Open Elective,CFOC504M,Financial Management For Managers,Online Course,1,0,0,0,0,3
542,Open Elective,CFOC505M,Management of Commercial Banking,Online Course,1,0,0,0,0,3
543,Open Elective,CFOC506M,Behavioral and Personal Finance,Online Course,1,0,0,0,0,2
544,Open Elective,CFOC507M,Total Quality Management - 1,Online Course,1,0,0,0,0,2
545,Open Elective,CFOC508M,Entrepreneurship,Online Course,1,0,0,0,0,3
546,Open Elective,CFOC509M,Modeling of Tundish Steelmaking Process in Continuous Casting,Online Course,1,0,0,0,0,2
547,Open Elective,CFOC510M,Fundamentals of Electronic Materials and Devices,Online Course,1,0,0,0,0,2
548,Open Elective,CFOC511M,Introduction to Materials Science and Engineering,Online Course,1,0,0,0,0,3
549,Open Elective,CFOC512M,Corrosion - Part I,Online Course,1,0,0,0,0,2
550,Open Elective,CFOC513M,"Solar Photovoltaics: Principles, Technologies and Materials",Online Course,1,0,0,0,0,2
551,Open Elective,CFOC514M,Welding Processes,Online Course,1,0,0,0,0,3
552,Open Elective,CFOC515M,Theory and Practice of Non Destructive Testing,Online Course,1,0,0,0,0,2
553,Open Elective,CFOC516M,Steel Quality: Role of Secondary Refining and Continuous Casting,Online Course,1,0,0,0,0,3
554,Open Elective,CFOC517M,Materials Science and Engineering,Online Course,1,0,0,0,0,2
555,Open Elective,CFOC518M,Surface Engineering of Nanomaterials,Online Course,1,0,0,0,0,2
556,Open Elective,CFOC519M,"Dealing with Materials Data: Collection, Analysis and Interpretation",Online Course,1,0,0,0,0,3
557,Open Elective,CFOC520M,Friction and Wear of Materials: Principle and Case Studies,Online Course,1,0,0,0,0,2
558,Open Elective,CFOC521M,Material Characterization,Online Course,1,0,0,0,0,3
559,Open Elective,CFOC522M,Offshore Structures Under Special Environmental Loads Including Fire Resistance,Online Course,1,0,0,0,0,3
560,Open Elective,CFOC523M,Physics of Biological Systems,Online Course,1,0,0,0,0,3
561,Open Elective,CFOC524M,Group Theory methods in Physics,Online Course,1,0,0,0,0,3
562,Open Elective,CFOC525M,Experimental Physics - II,Online Course,1,0,0,0,0,3
563,Open Elective,CFOC526M,Quantum Mechanics I,Online Course,1,0,0,0,0,3
564,Open Elective,CFOC527M,A Brief Course on Superconductivity,Online Course,1,0,0,0,0,1
565,Open Elective,CFOC528M,Fiber Optics,Online Course,1,0,0,0,0,2
566,Open Elective,CFOC529M,Electromagnetism,Online Course,1,0,0,0,0,3
567,Open Elective,CFOC530M,Experimental Physics III,Online Course,1,0,0,0,0,3
568,Open Elective,CFOC531M,Electronic Theory of Solids,Online Course,1,0,0,0,0,3
569,Open Elective,CFOC532M,Introduction to Atmospheric and Space Sciences,Online Course,1,0,0,0,0,3
570,Open Elective,CFOC533M,Optical Sensors,Online Course,1,0,0,0,0,1
571,Open Elective,CFOC534M,Evaluation of Textiles Materials,Online Course,1,0,0,0,0,3
572,Open Elective,CFOC535M,Advanced Textile Printing Technology,Online Course,1,0,0,0,0,2
573,Open Elective,CFOC536M,Textured Yarn Technology,Online Course,1,0,0,0,0,3
574,Open Elective,CFOC537M,Theory of Yarn Structure,Online Course,1,0,0,0,0,3
575,Open Elective,CFOC538M,Testing of Functional and Technical Textiles,Online Course,1,0,0,0,0,2
576,Open Elective,CFOC539M,"Applied Optimization for Wireless, Machine Learning, Big Data",Online Course,1,0,0,0,0,3
577,Open Elective,CFOC540M,Deep Learning for Computer Vision,Online Course,1,0,0,0,0,3
578,Open Elective,CFOC541M,Deep Learning for Visual Computing,Online Course,1,0,0,0,0,3
579,Open Elective,CFOC542M,Principles of Compiler Design,Online Course,1,0,0,0,0,3
580,Open Elective,CFOC543M,International Business,Online Course,1,0,0,0,0,3
581,Open Elective,CFOC544M,Learning Analytics Tools,Online Course,1,0,0,0,0,3
582,Open Elective,CFOC545M,Advanced IoT Applications,Online Course,1,0,0,0,0,2
583,Open Elective,CFOC546M,Algorithms for Big Data,Online Course,1,0,0,0,0,2
584,Open Elective,CFOC547M,Decision Making Using Financial Accounting,Online Course,1,0,0,0,0,2
585,Open Elective,CFOC548M,Introduction on Intellectual Property to Engineers and Technologists,Online Course,1,0,0,0,0,2
586,Open Elective,CFOC549M,Introduction to Quantum Computing: Quantum Algorithms and Qiskit,Online Course,1,0,0,0,0,1
587,Open Elective,CFOC550M,Numerical Analysis,Online Course,1,0,0,0,0,4
588,Open Elective,CFOC551M,Quantum Technology and Quantum Phenomena in Macroscopic Systems,Online Course,1,0,0,0,0,3
589,Open Elective,CFOC552M,Electrochemical Impedance Spectroscopy,Online Course,1,0,0,0,0,3
590,Open Elective,CFOC553M,Carbon Materials and Manufacturing,Online Course,1,0,0,0,0,3
591,Open Elective,CFOC554M,Electronic Packaging and Manufacturing,Online Course,1,0,0,0,0,2
592,Open Elective,CFOC555M,Finite Element Method,Online Course,1,0,0,0,0,3
593,Open Elective,CFOC556M,Physics of Materials,Online Course,1,0,0,0,0,3
594,Open Elective,CFOC557M,X-ray Crystallography and Diffraction,Online Course,1,0,0,0,0,3
595,Open Elective,CFOC558M,"Solar Photovoltaics Fundamentals, Technology and Applications",Online Course,1,0,0,0,0,2
596,Open Elective,CFOC559M,Design of Photovoltaic Systems,Online Course,1,0,0,0,0,3
597,Open Elective,CFOC560M,Fundamentals of Micro and Nanofabrication,Online Course,1,0,0,0,0,3
