sl.no,Type,Course Code,Course Name,Course Type,Ver sio n,L,T,P,J,Credits
292,Open Elective,CFOC190M,Positive Psychology,Online Course,1,0,0,0,0,2
293,Open Elective,CFOC191M,Forests and their Management,Online Course,1,0,0,0,0,3
294,Open Elective,CFOC192M,Forest Biometry,Online Course,1,0,0,0,0,2
295,Open Elective,CFOC193M,Bioengineering: An Interface with Biology and Medicine,Online Course,1,0,0,0,0,2
296,Open Elective,CFOC194M,Human Molecular Genetics,Online Course,1,0,0,0,0,1
297,Open Elective,CFOC195M,Bioenergetics of Life Processes,Online Course,1,0,0,0,0,1
298,Open Elective,CFOC196M,Computational Systems Biology,Online Course,1,0,0,0,0,3
299,Open Elective,CFOC197M,Bio-Informatics: Algorithms and Applications,Online Course,1,0,0,0,0,3
300,Open Elective,BEEE102P,Basic Electrical and Electronics Engineering Lab,Lab Only,1,0,0,2,0,1
301,Open Elective,CFOC199M,Medical Biomaterials,Online Course,1,0,0,0,0,2
302,Open Elective,CFOC200M,Demystifying the Brain,Online Course,1,0,0,0,0,1
303,Open Elective,CFOC201M,Principles and Applications of NMR Spectroscopy,Online Course,1,0,0,0,0,2
304,Open Elective,CFOC202M,Cell Culture Technologies,Online Course,1,0,0,0,0,2
305,Open Elective,CFOC203M,Natural Hazards,Online Course,1,0,0,0,0,2
306,Open Elective,CFOC204M,Modern Construction Materials,Online Course,1,0,0,0,0,3
307,Open Elective,CFOC205M,"Energy Efficiency, Acoustics and Daylighting in Building",Online Course,1,0,0,0,0,3
308,Open Elective,CFOC206M,"Fire Protection, Services and Maintenance Management of Building",Online Course,1,0,0,0,0,3
309,Open Elective,CFOC207M,Electronic Waste Management - Issues And Challenges,Online Course,1,0,0,0,0,1
310,Open Elective,CFOC208M,Higher Surveying,Online Course,1,0,0,0,0,3
311,Open Elective,CFOC209M,Environmental Remediation of Contaminated Sites,Online Course,1,0,0,0,0,3
312,Open Elective,CFOC210M,Soil Structure Interaction,Online Course,1,0,0,0,0,3
313,Open Elective,CFOC211M,Introduction to Accounting and Finance for Civil Engineers,Online Course,1,0,0,0,0,2
314,Open Elective,CFOC212M,Scheduling Techniques in Projects,Online Course,1,0,0,0,0,1
315,Open Elective,CFOC213M,GPS Surveying,Online Course,1,0,0,0,0,1
316,Open Elective,CFOC214M,Sustainable Materials and Green Buildings,Online Course,1,0,0,0,0,3
317,Open Elective,CFOC215M,Geomorphic Processes: Landforms and Landscapes,Online Course,1,0,0,0,0,2
318,Open Elective,CFOC216M,Introduction To Process Modeling in the Membrane Separation Process,Online Course,1,0,0,0,0,1
319,Open Elective,CFOC217M,Computational Geometry,Online Course,1,0,0,0,0,3
320,Open Elective,CFOC218M,Compiler Design,Online Course,1,0,0,0,0,3
321,Open Elective,CFOC219M,Embedded System Design with ARM,Online Course,1,0,0,0,0,2
322,Open Elective,CFOC220M,VLSI Physical Design,Online Course,1,0,0,0,0,3
323,Open Elective,CFOC221M,Cloud computing,Online Course,1,0,0,0,0,2
324,Open Elective,CFOC222M,Artificial Intelligence : Knowledge Representation And Reasoning,Online Course,1,0,0,0,0,3
325,Open Elective,CFOC223M,Privacy and Security in Online Social Media,Online Course,1,0,0,0,0,2
326,Open Elective,CFOC224M,Information Security - 5 - Secure Systems Engineering,Online Course,1,0,0,0,0,2
327,Open Elective,CFOC225M,Model Checking,Online Course,1,0,0,0,0,3
328,Open Elective,CFOC226M,Randomized Algorithms,Online Course,1,0,0,0,0,3
329,Open Elective,CFOC227M,GPU Architectures and Programming,Online Course,1,0,0,0,0,3
330,Open Elective,CFOC228M,Multi-Core Computer Architecture - Storage and Interconnects,Online Course,1,0,0,0,0,2
331,Open Elective,CFOC229M,Data Analytics with Python,Online Course,1,0,0,0,0,3
332,Open Elective,CFOC230M,Arithmetic Circuit Complexity,Online Course,1,0,0,0,0,3
333,Open Elective,CFOC231M,Google Cloud Computing Foundation Course,Online Course,1,0,0,0,0,2
334,Open Elective,CFOC232M,Consumer Behaviour,Online Course,1,0,0,0,0,2
335,Open Elective,CFOC233M,Enhancing Soft Skills and Personality,Online Course,1,0,0,0,0,2
336,Open Elective,CFOC234M,Introduction to Airplane Performance,Online Course,1,0,0,0,0,2
337,Open Elective,CFOC235M,Rocket Propulsion,Online Course,1,0,0,0,0,3
338,Open Elective,CFOC236M,Aircraft Maintenance,Online Course,1,0,0,0,0,1
339,Open Elective,CFOC237M,Sustainable Architecture,Online Course,1,0,0,0,0,3
340,Open Elective,CFOC238M,Introduction to History of Architecture in India,Online Course,1,0,0,0,0,1
341,Open Elective,CFOC239M,"Structure, Form, and Architecture : The Synergy",Online Course,1,0,0,0,0,2
342,Open Elective,CFOC240M,Interactomics : Basics and Applications,Online Course,1,0,0,0,0,3
343,Open Elective,CFOC241M,Introduction to Professional Scientific Communication,Online Course,1,0,0,0,0,1
344,Open Elective,CFOC242M,Material and Energy Balances,Online Course,1,0,0,0,0,3
345,Open Elective,CFOC243M,Thermodynamics for Biological Systems: Classical and Statistical Aspect,Online Course,1,0,0,0,0,3
346,Open Elective,CFOC244M,Optical Spectroscopy and Microscopy : Fundamentals of Optical Measurements and Instrumentation,Online Course,1,0,0,0,0,3
347,Open Elective,CFOC245M,Fundamentals of Semiconductor Devices,Online Course,1,0,0,0,0,3
348,Open Elective,CFOC246M,Characterization of Construction Materials,Online Course,1,0,0,0,0,3
349,Open Elective,CFOC247M,Introduction to Civil Engineering Profession,Online Course,1,0,0,0,0,2
350,Open Elective,CFOC248M,Environmental Geomechanics,Online Course,1,0,0,0,0,3
351,Open Elective,CFOC249M,Mechanical Characterization of Bituminous Materials,Online Course,1,0,0,0,0,3
352,Open Elective,CFOC250M,Geosynthetics and Reinforced Soil Structures,Online Course,1,0,0,0,0,3
353,Open Elective,CFOC251M,Geotechnical Engineering II Foundation Engineering,Online Course,1,0,0,0,0,3
354,Open Elective,CFOC252M,Landscape Architecture and Site Planning - Basic Fundamentals,Online Course,1,0,0,0,0,2
355,Open Elective,CFOC253M,Plastic Waste Management,Online Course,1,0,0,0,0,2
356,Open Elective,CFOC254M,Advanced Topics in the Science and Technology of Concrete,Online Course,1,0,0,0,0,1
357,Open Elective,CFOC255M,Applied Environmental Microbiology,Online Course,1,0,0,0,0,3
358,Open Elective,CFOC256M,Digital Land Surveying And Mapping (DLS&M),Online Course,1,0,0,0,0,2
359,Open Elective,CFOC257M,Earthquake Geology: A tool for Seismic Hazard Assessment,Online Course,1,0,0,0,0,3
360,Open Elective,CFOC258M,Introduction to Geographic Information Systems,Online Course,1,0,0,0,0,1
361,Open Elective,CFOC259M,Structural Dynamics,Online Course,2,0,0,0,0,4
362,Open Elective,CFOC260M,Water Supply Engineering,Online Course,1,0,0,0,0,3
363,Open Elective,CFOC261M,Geo Spatial Analysis in Urban Planning,Online Course,1,0,0,0,0,1
364,Open Elective,CFOC262M,Geotechnical Engineering - 1,Online Course,1,0,0,0,0,3
365,Open Elective,CFOC263M,Maintenance and Repair of Concrete Structures,Online Course,1,0,0,0,0,3
366,Open Elective,CFOC264M,Thermodynamics,Online Course,1,0,0,0,0,3
367,Open Elective,CFOC265M,Geomorphology,Online Course,1,0,0,0,0,3
368,Open Elective,CFOC266M,Remote Sensing Essentials,Online Course,1,0,0,0,0,3
369,Open Elective,CFOC267M,Hydraulic Engineering,Online Course,1,0,0,0,0,3
370,Open Elective,CFOC268M,Environmental Quality Monitoring and Analysis,Online Course,1,0,0,0,0,3
371,Open Elective,CFOC269M,Electrochemical Technology in Pollution Control,Online Course,1,0,0,0,0,2
372,Open Elective,CFOC270M,Advanced Thermodynamics,Online Course,1,0,0,0,0,3
373,Open Elective,CFOC271M,Membrane Technology,Online Course,1,0,0,0,0,3
374,Open Elective,CFOC272M,Computational Fluid Dynamics,Online Course,1,0,0,0,0,3
375,Open Elective,CFOC273M,Transport phenomena,Online Course,1,0,0,0,0,3
376,Open Elective,CFOC274M,Optimization in Chemical Engineering,Online Course,1,0,0,0,0,3
377,Open Elective,CFOC275M,Soft Nano Technology,Online Course,1,0,0,0,0,2
378,Open Elective,CFOC276M,Transport processes I - Heat and Mass Transfer,Online Course,1,0,0,0,0,3
379,Open Elective,CFOC277M,"Process Control - Design, Analysis and Assessment",Online Course,1,0,0,0,0,3
380,Open Elective,CFOC278M,Heat Transfer,Online Course,1,0,0,0,0,3
381,Open Elective,CFOC279M,Chemical Reaction Engineering II,Online Course,1,0,0,0,0,3
382,Open Elective,CFOC280M,Multiphase Flows,Online Course,1,0,0,0,0,2
383,Open Elective,CFOC281M,Mass Transfer Operations - I,Online Course,1,0,0,0,0,3
384,Open Elective,CFOC282M,Waste to Energy Conversion,Online Course,1,0,0,0,0,2
385,Open Elective,CFOC283M,Equipment Design : Mechanical Aspects,Online Course,1,0,0,0,0,1
386,Open Elective,CFOC284M,An Introduction to Cardiovascular Fluid Mechanics,Online Course,1,0,0,0,0,1
387,Open Elective,CFOC285M,Computer Aided Applied Single Objective Optimization,Online Course,1,0,0,0,0,2
388,Open Elective,CFOC286M,Basic Principles and Calculations in Chemical Engineering,Online Course,1,0,0,0,0,3
389,Open Elective,CFOC287M,Introduction to Blockchain Technology and Applications,Online Course,1,0,0,0,0,2
390,Open Elective,CFOC288M,Foundations of Cryptography,Online Course,1,0,0,0,0,3
391,Open Elective,CFOC289M,Introduction to Database Systems,Online Course,1,0,0,0,0,3
392,Open Elective,CFOC290M,Operating System,Online Course,1,0,0,0,0,3
393,Open Elective,CFOC291M,Programming in C++,Online Course,1,0,0,0,0,2
394,Open Elective,CFOC292M,Programming in Java,Online Course,1,0,0,0,0,3
395,Open Elective,CFOC293M,Data Base Management System,Online Course,1,0,0,0,0,2
396,Open Elective,CFOC294M,Introduction to Algorithms and Analysis,Online Course,1,0,0,0,0,3
397,Open Elective,CFOC295M,Data Mining,Online Course,1,0,0,0,0,2
398,Open Elective,CFOC296M,Embedded Systems Design,Online Course,1,0,0,0,0,3
399,Open Elective,CFOC297M,Real Time Operating System,Online Course,1,0,0,0,0,1
400,Open Elective,CFOC298M,Introduction to Soft Computing,Online Course,1,0,0,0,0,2
401,Open Elective,CFOC299M,Cryptography and Network Security,Online Course,1,0,0,0,0,3
402,Open Elective,CFOC300M,Introduction to Internet of Things,Online Course,1,0,0,0,0,3
403,Open Elective,CFOC301M,Computer Networks and Internet Protocol,Online Course,1,0,0,0,0,3
404,Open Elective,CFOC302M,Introduction to Industry 4.0 and Industrial Internet of Things,Online Course,1,0,0,0,0,3
405,Open Elective,CFOC303M,Computer Architecture,Online Course,1,0,0,0,0,3
406,Open Elective,CFOC304M,"Programming, Data Structures And Algorithms Using Python",Online Course,1,0,0,0,0,2
407,Open Elective,CFOC305M,Introduction to Machine Learning,Online Course,1,0,0,0,0,3
408,Open Elective,CFOC306M,Social Networks,Online Course,1,0,0,0,0,3
409,Open Elective,CFOC307M,Foundations to Computer Systems Design,Online Course,1,0,0,0,0,3
410,Open Elective,CFOC308M,The Joy of Computing using Python,Online Course,1,0,0,0,0,3
411,Open Elective,CFOC309M,Discrete Mathematics,Online Course,1,0,0,0,0,3
412,Open Elective,CFOC310M,An Introduction to Artificial Intelligence,Online Course,1,0,0,0,0,3
413,Open Elective,CFOC311M,User-centric Computing for Human-Computer Interaction,Online Course,1,0,0,0,0,3
414,Open Elective,CFOC312M,Cloud Computing and Distributed Systems,Online Course,1,0,0,0,0,2
415,Open Elective,CFOC313M,Machine Learning,Online Course,1,0,0,0,0,2
416,Open Elective,CFOC314M,Modern Application Development,Online Course,1,0,0,0,0,3
417,Open Elective,CFOC315M,An Introduction To Programming Through C++,Online Course,1,0,0,0,0,3
418,Open Elective,CFOC316M,Design and Pedagogy of the Introductory Programming Course,Online Course,1,0,0,0,0,1
419,Open Elective,CFOC317M,Quantitative Methods in Chemistry,Online Course,1,0,0,0,0,3
420,Open Elective,CFOC318M,Basics in Inorganic Chemistry,Online Course,1,0,0,0,0,1
421,Open Elective,CFOC319M,Ultrafast Laser Spectroscopy,Online Course,1,0,0,0,0,3
422,Open Elective,CFOC320M,Transition Metal Organometallics in Catalysis and Biology,Online Course,1,0,0,0,0,3
423,Open Elective,CFOC321M,Essentials of Biomolecules : Nucleic Acids and Peptides,Online Course,1,0,0,0,0,3
424,Open Elective,CFOC322M,Fundamentals of Spectroscopy,Online Course,1,0,0,0,0,3
425,Open Elective,CFOC323M,Advanced Chemical Thermodynamics and Kinetics,Online Course,1,0,0,0,0,3
426,Open Elective,CFOC324M,Biochemistry,Online Course,1,0,0,0,0,3
427,Open Elective,CFOC325M,Organometallic Chemistry,Online Course,1,0,0,0,0,1
428,Open Elective,CFOC326M,Chemical Applications of Symmetry and Group Theory,Online Course,1,0,0,0,0,2
429,Open Elective,CFOC327M,Basic Thermodynamics : Classical and Statistical Approaches,Online Course,1,0,0,0,0,3
430,Open Elective,CFOC328M,Medicinal Chemistry,Online Course,1,0,0,0,0,3
431,Open Elective,CFOC329M,"Design, Technology and Innovation",Online Course,1,0,0,0,0,2
432,Open Elective,CFOC330M,Geographic Information System,Online Course,1,0,0,0,0,3
433,Open Elective,CFOC331M,Product Design and Innovation,Online Course,1,0,0,0,0,1
434,Open Elective,CFOC332M,Fundamentals of Automotive Systems,Online Course,1,0,0,0,0,3
435,Open Elective,CFOC333M,Electronics Equipment Integration and Prototype Building,Online Course,1,0,0,0,0,2
436,Open Elective,CFOC334M,"High Power Multilevel Converters-Analysis, Design and Operational Issues",Online Course,1,0,0,0,0,3
437,Open Elective,CFOC335M,"Fuzzy Sets, Logic and Systems and Applications",Online Course,1,0,0,0,0,3
438,Open Elective,CFOC336M,Transmission Lines and Electromagnetic Waves,Online Course,1,0,0,0,0,3
439,Open Elective,CFOC337M,Digital IC Design,Online Course,1,0,0,0,0,3
440,Open Elective,CFOC338M,Signals and Systems,Online Course,1,0,0,0,0,3
441,Open Elective,CFOC339M,Power Management Integrated Circuits,Online Course,1,0,0,0,0,3
442,Open Elective,CFOC340M,DC Power Transmission Systems,Online Course,1,0,0,0,0,3
443,Open Elective,CFOC341M,Microprocessors and Interfacing,Online Course,1,0,0,0,0,3
444,Open Elective,CFOC342M,Design and Simulation of Power Conversion using Open Source Tools,Online Course,1,0,0,0,0,1
445,Open Elective,CFOC343M,"Integrated Circuits, MOSFETs, OP-Amps and their Applications",Online Course,1,0,0,0,0,3
446,Open Elective,CFOC344M,Electronic Systems for Cancer Diagnosis,Online Course,1,0,0,0,0,3
447,Open Elective,CFOC345M,Principles of Signals and Systems,Online Course,1,0,0,0,0,3
448,Open Elective,CFOC346M,Principles of Communication Systems - I,Online Course,1,0,0,0,0,3
449,Open Elective,CFOC347M,Principles of Digital Communication,Online Course,1,0,0,0,0,3
450,Open Elective,CFOC348M,Electric Vehicles - Part 1,Online Course,1,0,0,0,0,1
451,Open Elective,CFOC349M,Nonlinear Adaptive Control,Online Course,1,0,0,0,0,1
452,Open Elective,CFOC350M,Antennas,Online Course,1,0,0,0,0,3
453,Open Elective,CFOC351M,Multirate DSP,Online Course,1,0,0,0,0,3
454,Open Elective,BEEE102P,Basic Electrical and Electronics Engineering Lab,Lab Only,1,0,0,2,0,1
455,Open Elective,CFOC353M,Introduction to Photonics,Online Course,1,0,0,0,0,3
456,Open Elective,CFOC354M,Microwave Integrated Circuits    2,Online Course,1,0,0,0,0,2
457,Open Elective,CFOC355M,Analog IC Design,Online Course,1,0,0,0,0,3
458,Open Elective,CFOC356M,Analog Circuits,Online Course,1,0,0,0,0,3
459,Open Elective,CFOC357M,Advance Power Electronics and Control,Online Course,1,0,0,0,0,2
460,Open Elective,CFOC358M,CMOS Digital VLSI Design,Online Course,1,0,0,0,0,2
461,Open Elective,CFOC359M,Analog Circuits and Systems through SPICE Simulation,Online Course,1,0,0,0,0,3
462,Open Elective,CFOC360M,Discrete Time Signal Processing,Online Course,1,0,0,0,0,2
463,Open Elective,CFOC361M,Digital Electronic Circuits,Online Course,1,0,0,0,0,3
464,Open Elective,CFOC362M,Fundamentals of MIMO Wireless Communication,Online Course,1,0,0,0,0,2
465,Open Elective,CFOC363M,Spread Spectrum Communications and Jamming,Online Course,1,0,0,0,0,3
466,Open Elective,CFOC364M,Basic Building Blocks of Microwave Engineering & Design Principles of RF and Microware filters and Amplifiers,Online Course,1,0,0,0,0,2
467,Open Elective,CFOC365M,Evolution of Air Interface towards 5G,Online Course,1,0,0,0,0,2
468,Open Elective,CFOC366M,Architectural Design of Digital Integrated Circuits,Online Course,1,0,0,0,0,3
469,Open Elective,CFOC367M,Electrical Machines - II,Online Course,1,0,0,0,0,3
470,Open Elective,CFOC368M,Medical Image Analysis,Online Course,1,0,0,0,0,1
471,Open Elective,CFOC369M,Biomedical Signal Processing,Online Course,1,0,0,0,0,3
472,Open Elective,CFOC370M,Microprocessors And Microcontrollers,Online Course,1,0,0,0,0,3
473,Open Elective,CFOC371M,Recent Advances in Transmission Insulator,Online Course,1,0,0,0,0,1
474,Open Elective,CFOC372M,VLSI Signal Processing,Online Course,1,0,0,0,0,2
475,Open Elective,CFOC373M,Analog Electronic Circuits,Online Course,1,0,0,0,0,3
476,Open Elective,CFOC374M,Network Analysis,Online Course,1,0,0,0,0,3
477,Open Elective,CFOC375M,Optical Engineering,Online Course,1,0,0,0,0,3
478,Open Elective,CFOC376M,Mathematical Methods and Techniques in Signal Processing,Online Course,1,0,0,0,0,3
479,Open Elective,CFOC377M,A brief introduction of Micro – Sensors,Online Course,1,0,0,0,0,1
480,Open Elective,CFOC378M,Statistical Signal Processing,Online Course,1,0,0,0,0,3
481,Open Elective,CFOC379M,Nonlinear System Analysis,Online Course,1,0,0,0,0,3
482,Open Elective,CFOC380M,Ethics in Engineering Practice,Online Course,1,0,0,0,0,2
483,Open Elective,CFOC381M,Introduction to Research,Online Course,1,0,0,0,0,2
484,Open Elective,CFOC382M,Matlab Programming for Numerical Computation,Online Course,1,0,0,0,0,2
485,Open Elective,CFOC383M,Roadmap for Patent Creation,Online Course,1,0,0,0,0,2
486,Open Elective,CFOC384M,Entrepreneurship Essentials,Online Course,1,0,0,0,0,3
487,Open Elective,CFOC385M,Fuzzy Logic and Neural Networks,Online Course,1,0,0,0,0,2
488,Open Elective,CFOC386M,Microeconomics : Theory & Applications,Online Course,1,0,0,0,0,3
489,Open Elective,CFOC387M,Introduction to Environmental Economics,Online Course,1,0,0,0,0,3
490,Open Elective,CFOC388M,"Energy Resources, Economics and Environment",Online Course,1,0,0,0,0,3
491,Open Elective,CFOC389M,Literary Criticism (From Plato to Leavis),Online Course,1,0,0,0,0,3
492,Open Elective,CFOC390M,Twentieth Century Fiction,Online Course,1,0,0,0,0,3
493,Open Elective,CFOC391M,Effective Writing,Online Course,1,0,0,0,0,1
494,Open Elective,CFOC392M,Strategic Trade and Protectionism - Theories and Empirics,Online Course,1,0,0,0,0,2
495,Open Elective,CFOC393M,Introduction to Cultural Studies,Online Course,1,0,0,0,0,3
496,Open Elective,CFOC394M,Introduction to Basic Spoken Sanskrit,Online Course,1,0,0,0,0,1
497,Open Elective,CFOC395M,Speaking Effectively,Online Course,1,0,0,0,0,2
498,Open Elective,CFOC396M,Soft Skill Development,Online Course,1,0,0,0,0,2
499,Open Elective,CFOC397M,Intellectual Property,Online Course,1,0,0,0,0,3
500,Open Elective,CFOC398M,English Language for Competitive Exams,Online Course,1,0,0,0,0,3
501,Open Elective,CFOC399M,English Literature for Competitive Exams,Online Course,1,0,0,0,0,2
502,Open Elective,CFOC400M,Language and Mind,Online Course,1,0,0,0,0,2
503,Open Elective,CFOC401M,The Nineteenth - Century English Novel,Online Course,1,0,0,0,0,3
504,Open Elective,CFOC402M,Introduction to World Literature,Online Course,1,0,0,0,0,3
505,Open Elective,CFOC403M,Patent Drafting for Beginners,Online Course,1,0,0,0,0,1
506,Open Elective,CFOC404M,Patent Law for Engineers and Scientists,Online Course,1,0,0,0,0,3
507,Open Elective,CFOC405M,Economic Growth & Development,Online Course,1,0,0,0,0,2
508,Open Elective,CFOC406M,Human Behaviour,Online Course,1,0,0,0,0,2
509,Open Elective,CFOC407M,Introduction to Modern Indian Political Thought,Online Course,1,0,0,0,0,3
510,Open Elective,CFOC408M,"English Literature of the Romantic Period, 1798 - 1832",Online Course,1,0,0,0,0,2
511,Open Elective,CFOC409M,"Literature, Culture and Media",Online Course,1,0,0,0,0,3
512,Open Elective,CFOC410M,Introduction to Brain & Behaviour,Online Course,1,0,0,0,0,2
513,Open Elective,CFOC411M,Modern Indian Writing in Translation,Online Course,1,0,0,0,0,3
514,Open Elective,CFOC412M,"Introduction to Political Ideologies : Contexts, Ideas, and Practices",Online Course,1,0,0,0,0,3
515,Open Elective,CFOC413M,Indian Business History,Online Course,1,0,0,0,0,2
516,Open Elective,CFOC414M,German - II,Online Course,1,0,0,0,0,3
517,Open Elective,CFOC415M,German - I,Online Course,1,0,0,0,0,3
518,Open Elective,CFOC416M,Feminism : Concepts and Theories,Online Course,1,0,0,0,0,3
519,Open Elective,CFOC417M,An Introduction to Smooth Manifolds,Online Course,1,0,0,0,0,3
520,Open Elective,CFOC418M,Measure Theory,Online Course,1,0,0,0,0,3
521,Open Elective,CFOC419M,Basic Real Analysis,Online Course,1,0,0,0,0,3
522,Open Elective,CFOC420M,Probabilistic Methods in PDE,Online Course,1,0,0,0,0,3
523,Open Elective,CFOC421M,Graph Theory,Online Course,1,0,0,0,0,2
524,Open Elective,CFOC422M,Transform Calculus and its applications in Differential Equations,Online Course,1,0,0,0,0,3
525,Open Elective,CFOC423M,Integral and Vector Calculus,Online Course,1,0,0,0,0,3
526,Open Elective,CFOC424M,Basic Linear Algebra,Online Course,1,0,0,0,0,2
527,Open Elective,CFOC425M,Introduction to Rings And Fields,Online Course,1,0,0,0,0,2
528,Open Elective,CFOC426M,Numerical Methods : Finite Difference Approach,Online Course,1,0,0,0,0,1
529,Open Elective,CFOC427M,Numerical Linear Algebra,Online Course,1,0,0,0,0,3
530,Open Elective,CFOC428M,Ordinary and Partial Differential Equations and Applications,Online Course,1,0,0,0,0,3
531,Open Elective,CFOC429M,Advanced Engineering Mathematics,Online Course,1,0,0,0,0,3
532,Open Elective,CFOC430M,Mathematical Methods and its Applications,Online Course,1,0,0,0,0,3
533,Open Elective,CFOC431M,Multivariable Calculus,Online Course,1,0,0,0,0,2
534,Open Elective,CFOC432M,Chaotic Dynamical System,Online Course,1,0,0,0,0,3
535,Open Elective,CFOC433M,Engineering Mathematics II,Online Course,1,0,0,0,0,3
536,Open Elective,CFOC434M,Advanced Probability Theory,Online Course,1,0,0,0,0,3
537,Open Elective,CFOC435M,Statistical Inference,Online Course,1,0,0,0,0,2
538,Open Elective,CFOC436M,Introduction to Algebraic Geometry and Commutative Algebra,Online Course,1,0,0,0,0,3
539,Open Elective,CFOC437M,Linear Algebra,Online Course,1,0,0,0,0,3
540,Open Elective,CFOC438M,Introduction to Probability and Statistics,Online Course,1,0,0,0,0,1
541,Open Elective,CFOC439M,Descriptive Statistics with R Software,Online Course,1,0,0,0,0,2
542,Open Elective,CFOC440M,Engineering Mechanics - Statics and Dynamics,Online Course,1,0,0,0,0,2
543,Open Elective,CFOC441M,Experimental Stress Analysis,Online Course,1,0,0,0,0,3
544,Open Elective,CFOC442M,Robotics and Control : Theory and Practice,Online Course,1,0,0,0,0,2
545,Open Elective,CFOC443M,Computational Fluid Dynamics for Incompressible Flows,Online Course,1,0,0,0,0,3
546,Open Elective,CFOC444M,Experimental Methods in Fluid Mechanics,Online Course,1,0,0,0,0,3
547,Open Elective,CFOC445M,Foundations of Computational Materials Modelling,Online Course,1,0,0,0,0,3
548,Open Elective,CFOC446M,Acoustic Materials and Metamaterials,Online Course,1,0,0,0,0,2
549,Open Elective,CFOC447M,Power Plant Engineering,Online Course,1,0,0,0,0,2
550,Open Elective,CFOC448M,Applied Ergonomics,Online Course,1,0,0,0,0,3
551,Open Elective,CFOC449M,Product Design and Manufacturing,Online Course,1,0,0,0,0,3
552,Open Elective,CFOC450M,Manufacturing Process Technology I & II,Online Course,1,0,0,0,0,3
553,Open Elective,CFOC451M,Introduction To Mechanical Micro Machining,Online Course,1,0,0,0,0,3
554,Open Elective,CFOC452M,"Non Traditional Abrasive Machining Processes Ultrasonic, Abrasive Jet and Abrasive Water Jet Machining",Online Course,1,0,0,0,0,1
555,Open Elective,CFOC453M,Gear And Gear Unit Design : Theory And Practice,Online Course,1,0,0,0,0,2
556,Open Elective,CFOC454M,Conduction and Convection Heat Transfer,Online Course,1,0,0,0,0,3
557,Open Elective,CFOC455M,Laws of Thermodynamics,Online Course,1,0,0,0,0,1
558,Open Elective,CFOC456M,Kinematics of Mechanisms and Machines,Online Course,1,0,0,0,0,2
559,Open Elective,CFOC457M,Introduction To Fluid Mechanics,Online Course,1,0,0,0,0,3
560,Open Elective,CFOC458M,Fundamental of Welding Science and Technology,Online Course,1,0,0,0,0,2
561,Open Elective,CFOC459M,Introduction to Abrasive Machining and Finishing Processes,Online Course,1,0,0,0,0,2
562,Open Elective,CFOC460M,Automatic Control,Online Course,1,0,0,0,0,2
563,Open Elective,CFOC461M,Inspection and Quality Control in Manufacturing,Online Course,1,0,0,0,0,1
564,Open Elective,CFOC462M,Diffusion in Multicomponent Solids,Online Course,1,0,0,0,0,3
565,Open Elective,CFOC463M,Processing of Polymers and Polymer Composites,Online Course,1,0,0,0,0,2
566,Open Elective,CFOC464M,Operations Management,Online Course,1,0,0,0,0,3
567,Open Elective,CFOC465M,Convective Heat Transfer,Online Course,1,0,0,0,0,1
568,Open Elective,CFOC466M,Two phase flow and heat transfer,Online Course,1,0,0,0,0,1
569,Open Elective,CFOC467M,Steam and Gas Power Systems,Online Course,1,0,0,0,0,2
570,Open Elective,CFOC468M,Principles of Casting Technology,Online Course,1,0,0,0,0,2
571,Open Elective,CFOC469M,Financial Mathematics,Online Course,1,0,0,0,0,3
572,Open Elective,CFOC470M,Modelling and Simulation of Dynamic Systems,Online Course,1,0,0,0,0,2
573,Open Elective,CFOC471M,Fundamentals of combustion for propulsion,Online Course,1,0,0,0,0,2
574,Open Elective,CFOC472M,Industrial Automation And Control,Online Course,1,0,0,0,0,3
575,Open Elective,CFOC473M,Fundamentals of Nuclear Power Generation,Online Course,1,0,0,0,0,3
576,Open Elective,CFOC474M,Mechanics of Machining,Online Course,1,0,0,0,0,2
577,Open Elective,CFOC475M,IC Engines and Gas Turbines,Online Course,1,0,0,0,0,3
578,Open Elective,CFOC476M,Principles of Industrial Engineering,Online Course,1,0,0,0,0,3
579,Open Elective,CFOC477M,Computer Integrated Manufacturing,Online Course,1,0,0,0,0,3
580,Open Elective,CFOC478M,Machining Science,Online Course,1,0,0,0,0,1
581,Open Elective,CFOC479M,Introduction to Stochastic Processes,Online Course,1,0,0,0,0,3
582,Open Elective,CFOC480M,Introduction to System Dynamics Modeling,Online Course,1,0,0,0,0,2
583,Open Elective,CFOC481M,Management of New Products and Services,Online Course,1,0,0,0,0,1
584,Open Elective,CFOC482M,Integrated Marketing Management,Online Course,1,0,0,0,0,2
585,Open Elective,CFOC483M,Simulation of Business Systems: An Applied Approach,Online Course,1,0,0,0,0,2
586,Open Elective,CFOC484M,Production and Operation Management,Online Course,1,0,0,0,0,3
587,Open Elective,CFOC485M,"Services Marketing : Integrating People, Technology, Strategy",Online Course,1,0,0,0,0,2
588,Open Elective,CFOC486M,Managerial Skills for Interpersonal Dynamics,Online Course,1,0,0,0,0,3
589,Open Elective,CFOC487M,Financial Institutions and Markets,Online Course,1,0,0,0,0,3
590,Open Elective,CFOC488M,Business Analytics For Management Decision,Online Course,1,0,0,0,0,3
591,Open Elective,CFOC489M,Services Marketing : A Practical Approach,Online Course,1,0,0,0,0,1
592,Open Elective,CFOC490M,Sales and Distribution Management,Online Course,1,0,0,0,0,2
